,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,state,Hour Event Began,time_location
920,June,2018-06-22,14:38:00,Unknown,Unknown,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,Severe Weather,10000,4200000,Washington,14,2018-06-22 14:00:00 | Washington
921,June,2018-06-27,14:30:00,06/27/2018,14:33:00,New York: New York County;,NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center",Suspicious Activity,0,0,New York,14,2018-06-27 14:00:00 | New York
922,June,2018-06-28,18:36:00,07/01/2018,07:00:00,Missouri: Illinois:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000,Illinois,18,2018-06-28 18:00:00 | Illinois
923,June,2018-06-28,18:36:00,07/01/2018,07:00:00,Missouri: Illinois:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000,Missouri,18,2018-06-28 18:00:00 | Missouri
924,June,2018-06-28,14:50:00,06/29/2018,09:00:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,160,48109,Alabama,14,2018-06-28 14:00:00 | Alabama
925,June,2018-06-28,14:50:00,06/29/2018,09:00:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,160,48109,Georgia,14,2018-06-28 14:00:00 | Georgia
926,June,2018-06-29,07:35:00,06/29/2018,09:30:00,Minnesota: St. Louis County;,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,350,Unknown,Minnesota,7,2018-06-29 7:00:00 | Minnesota
927,June,2018-06-29,03:38:00,Unknown,Unknown,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more,System Operations,Unknown,Unknown,Kentucky,3,2018-06-29 3:00:00 | Kentucky
928,June,2018-06-30,12:30:00,06/30/2018,12:31:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,California,12,2018-06-30 12:00:00 | California
929,June,2018-06-30,10:45:00,06/30/2018,11:28:00,"Texas: Travis County, Williamson County;",TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more,System Operations,0,0,Texas,10,2018-06-30 10:00:00 | Texas
930,July,2018-07-04,22:00:00,07/04/2018,22:30:00,Colorado: Pueblo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,5058,Colorado,22,2018-07-04 22:00:00 | Colorado
931,July,2018-07-04,17:54:00,07/04/2018,19:20:00,Tennessee:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Tennessee,17,2018-07-04 17:00:00 | Tennessee
932,July,2018-07-09,13:10:00,07/09/2018,14:45:00,"California: Merced County, Kern County; Nevada: Clark County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,California,13,2018-07-09 13:00:00 | California
933,July,2018-07-09,13:10:00,07/09/2018,14:45:00,"California: Merced County, Kern County; Nevada: Clark County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Nevada,13,2018-07-09 13:00:00 | Nevada
934,July,2018-07-11,15:40:00,07/11/2018,16:00:00,Tennessee:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Transmission Interruption,425,26195,Tennessee,15,2018-07-11 15:00:00 | Tennessee
935,July,2018-07-11,00:58:00,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,0,2018-07-11 0:00:00 | California
936,July,2018-07-14,10:20:00,Unknown,Unknown,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown,Ohio,10,2018-07-14 10:00:00 | Ohio
937,July,2018-07-16,05:15:00,Unknown,Unknown,California: Merced County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,5,2018-07-16 5:00:00 | California
938,July,2018-07-18,17:28:00,07/18/2018,17:31:00,Oregon:,WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Severe Weather/Transmission Interruption,Unknown,Unknown,Oregon,17,2018-07-18 17:00:00 | Oregon
939,July,2018-07-18,04:00:00,Unknown,Unknown,California: Fresno County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,4,2018-07-18 4:00:00 | California
940,July,2018-07-19,20:25:00,Unknown,Unknown,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown,Kentucky,20,2018-07-19 20:00:00 | Kentucky
941,July,2018-07-19,12:38:00,07/19/2018,13:22:00,Louisiana: Rapides Parish;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Louisiana,12,2018-07-19 12:00:00 | Louisiana
942,July,2018-07-20,12:46:00,07/20/2018,13:30:00,Maine: Hancock County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",System Operations,0,0,Maine,12,2018-07-20 12:00:00 | Maine
943,July,2018-07-20,16:19:00,07/20/2018,16:48:00,Kentucky:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,87833,Kentucky,16,2018-07-20 16:00:00 | Kentucky
944,July,2018-07-21,04:45:00,07/21/2018,11:15:00,Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,64930,Arkansas,4,2018-07-21 4:00:00 | Arkansas
945,July,2018-07-21,07:20:00,07/21/2018,11:30:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,143,42901,Georgia,7,2018-07-21 7:00:00 | Georgia
946,July,2018-07-23,04:16:00,07/23/2018,04:29:00,Florida: Pinellas County;,FRCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,40,Unknown,Florida,4,2018-07-23 4:00:00 | Florida
947,July,2018-07-26,20:24:00,Unknown,Unknown,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Natural Disaster,Unknown,Unknown,California,20,2018-07-26 20:00:00 | California
948,July,2018-07-27,16:28:00,07/27/2018,16:33:00,New York: New York County;,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,0,0,New York,16,2018-07-27 16:00:00 | New York
949,July,2018-07-27,09:34:00,07/27/2018,09:51:00,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,System Operations,Unknown,Unknown,Washington,9,2018-07-27 9:00:00 | Washington
950,July,2018-07-28,23:11:00,07/29/2018,01:51:00,Nevada: Nye County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Nevada,23,2018-07-28 23:00:00 | Nevada
951,July,2018-07-29,14:33:00,07/29/2018,18:23:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Natural Disaster,83,57670,California,14,2018-07-29 14:00:00 | California
952,July,2018-07-30,06:30:00,07/30/2018,23:00:00,Arizona: Maricopa County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82000,Arizona,6,2018-07-30 6:00:00 | Arizona
953,July,2018-07-31,11:44:00,07/31/2018,14:17:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,Unknown,Unknown,California,11,2018-07-31 11:00:00 | California
954,August,2018-08-01,09:11:00,08/01/2018,10:56:00,Montana:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.,Vandalism,0,0,Montana,9,2018-08-01 9:00:00 | Montana
955,August,2018-08-04,08:20:00,08/04/2018,08:21:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown,California,8,2018-08-04 8:00:00 | California
956,August,2018-08-07,01:22:00,08/07/2018,01:59:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Natural Disaster,5,485,California,1,2018-08-07 1:00:00 | California
957,August,2018-08-07,01:22:00,08/07/2018,19:04:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Natural Disaster,27,11383,California,1,2018-08-07 1:00:00 | California
958,August,2018-08-14,21:00:00,08/14/2018,21:01:00,Virginia: Hanover County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,Virginia,21,2018-08-14 21:00:00 | Virginia
959,August,2018-08-15,00:00:00,08/15/2018,01:00:00,Missouri: Boone County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Missouri,0,2018-08-15 0:00:00 | Missouri
960,August,2018-08-17,13:07:00,08/17/2018,13:40:00,California:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,California,13,2018-08-17 13:00:00 | California
961,August,2018-08-19,15:20:00,08/19/2018,15:21:00,Utah: Box Elder County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Utah,15,2018-08-19 15:00:00 | Utah
962,August,2018-08-20,22:46:00,08/21/2018,00:14:00,Louisiana:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Louisiana,22,2018-08-20 22:00:00 | Louisiana
963,August,2018-08-24,12:24:00,08/24/2018,12:59:00,Virginia: Roanoke County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,Virginia,12,2018-08-24 12:00:00 | Virginia
964,August,2018-08-26,22:00:00,08/27/2018,04:56:00,"Michigan: Muskegon County, Newaygo County, Oceana County, Mason County, Kent County, Mecosta County, Montcalm County, Isabella County, Midland County, Saginaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,67000,Michigan,22,2018-08-26 22:00:00 | Michigan
965,August,2018-08-28,23:41:00,08/29/2018,00:13:00,Ohio: Montgomery County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,Ohio,23,2018-08-28 23:00:00 | Ohio
966,August,2018-08-28,20:00:00,08/30/2018,14:59:00,"Michigan: Benzie County, Barry County, Grand Traverse County, Kalkaska County, Mason County, Oceana County, Muskegon County, Kent County, Newaygo County, Montcalm County, Mecosta County, Antrim County, Eaton County, Ionia County, Isabella County, Clare County, Saginaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,110000,Michigan,20,2018-08-28 20:00:00 | Michigan
967,August,2018-08-29,03:27:00,08/29/2018,04:00:00,Maryland: Montgomery County; District of Columbia:,RF,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0,Maryland,3,2018-08-29 3:00:00 | Maryland
968,August,2018-08-29,03:27:00,08/29/2018,04:00:00,Maryland: Montgomery County; District of Columbia:,RF,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0,District of Columbia,3,2018-08-29 3:00:00 | District of Columbia
969,August,2018-08-29,00:00:00,08/30/2018,00:00:00,Illinois:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,100000,Illinois,0,2018-08-29 0:00:00 | Illinois
970,August,2018-08-29,09:00:00,08/29/2018,09:06:00,Arkansas:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,Arkansas,9,2018-08-29 9:00:00 | Arkansas
971,August,2018-08-30,12:00:00,08/30/2018,12:20:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,California,12,2018-08-30 12:00:00 | California
972,August,2018-08-31,15:07:00,08/31/2018,15:31:00,Oregon:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster/Transmission Interruption,96,50000,Oregon,15,2018-08-31 15:00:00 | Oregon
973,August,2018-08-31,18:34:00,08/31/2018,18:40:00,"New York: New York County, Westchester County;",NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0,New York,18,2018-08-31 18:00:00 | New York
